Date	Open	High	Low	Close	AdjClose	Volume
Sep 03, 2019	7,628.25	7,695.50	7,580.75	7,617.50	7,617.50	643,037
Aug 30, 2019	7,704.25	7,770.50	7,646.00	7,690.75	7,690.75	450,746
Aug 29, 2019	7,582.25	7,730.25	7,548.50	7,712.00	7,712.00	447,668
Aug 28, 2019	7,564.00	7,605.75	7,504.25	7,599.25	7,599.25	480,975
Aug 27, 2019	7,591.50	7,648.50	7,537.00	7,562.75	7,562.75	520,966
Aug 26, 2019	7,435.00	7,626.00	7,353.25	7,590.50	7,590.50	617,907
Aug 23, 2019	7,705.75	7,762.00	7,447.75	7,504.50	7,504.50	763,864
Aug 22, 2019	7,756.00	7,782.25	7,654.00	7,711.25	7,711.25	487,622
Aug 21, 2019	7,655.00	7,765.75	7,652.25	7,750.25	7,750.25	344,352
Aug 20, 2019	7,717.25	7,752.00	7,655.50	7,668.00	7,668.00	414,176
Aug 19, 2019	7,617.25	7,750.00	7,616.00	7,727.50	7,727.50	401,476
Aug 16, 2019	7,509.25	7,632.50	7,502.50	7,611.75	7,611.75	449,473
Aug 15, 2019	7,469.00	7,572.75	7,388.25	7,496.25	7,496.25	705,042
Aug 14, 2019	7,746.50	7,767.50	7,477.00	7,488.75	7,488.75	825,231
Aug 13, 2019	7,570.25	7,789.50	7,514.00	7,748.00	7,748.00	674,983
Aug 12, 2019	7,654.50	7,710.00	7,534.75	7,566.75	7,566.75	552,715
Aug 09, 2019	7,699.50	7,724.00	7,596.75	7,660.25	7,660.25	619,044
Aug 08, 2019	7,553.50	7,738.50	7,526.00	7,735.75	7,735.75	553,666
Aug 07, 2019	7,512.75	7,577.50	7,387.50	7,553.25	7,553.25	851,275
Aug 06, 2019	7,349.00	7,549.00	7,224.50	7,515.50	7,515.50	845,239
Aug 05, 2019	7,701.75	7,705.50	7,359.75	7,385.25	7,385.25	848,399
Aug 02, 2019	7,797.00	7,806.00	7,650.25	7,702.25	7,702.25	736,453
Aug 01, 2019	7,834.00	8,014.50	7,776.75	7,808.25	7,808.25	772,956
Jul 31, 2019	7,992.50	8,001.25	7,782.25	7,866.75	7,866.75	556,437
Jul 30, 2019	8,004.25	8,020.00	7,928.25	7,963.25	7,963.25	394,698
Jul 29, 2019	8,017.50	8,031.75	7,951.75	8,001.25	8,001.25	301,214
Jul 26, 2019	7,992.00	8,040.75	7,987.50	8,019.75	8,019.75	322,305
Jul 25, 2019	8,004.50	8,034.50	7,917.25	7,981.75	7,981.75	433,945
Jul 24, 2019	7,944.00	8,051.75	7,925.25	8,038.00	8,038.00	356,159
Jul 23, 2019	7,926.50	7,985.75	7,908.00	7,983.75	7,983.75	357,765
Jul 22, 2019	7,830.00	7,936.50	7,826.25	7,924.75	7,924.75	355,209
Jul 19, 2019	7,950.50	7,980.75	7,815.25	7,842.75	7,842.75	438,469
Jul 18, 2019	7,868.00	7,954.75	7,833.00	7,933.50	7,933.50	413,722
Jul 17, 2019	7,939.75	7,966.25	7,868.00	7,885.50	7,885.50	303,890
Jul 16, 2019	7,982.75	8,001.50	7,924.00	7,942.75	7,942.75	303,702
Jul 15, 2019	7,958.25	7,992.00	7,941.25	7,986.75	7,986.75	247,176
Jul 12, 2019	7,917.25	7,967.50	7,911.75	7,960.00	7,960.00	299,817
Jul 11, 2019	7,924.25	7,963.25	7,894.25	7,918.75	7,918.75	407,894
Jul 10, 2019	7,848.00	7,949.50	7,811.25	7,928.75	7,928.75	442,842
Jul 09, 2019	7,802.25	7,858.75	7,743.00	7,845.25	7,845.25	346,314
Jul 08, 2019	7,855.00	7,863.50	7,777.50	7,801.00	7,801.00	342,228
Jul 05, 2019	7,887.75	7,909.75	7,797.25	7,851.50	7,851.50	375,287
Jul 03, 2019	-	-	-	-	-	-
Jul 02, 2019	7,792.50	7,843.25	7,763.00	7,838.25	7,838.25	297,574
Jul 01, 2019	7,781.50	7,849.75	7,759.00	7,790.00	7,790.00	406,594
Jun 28, 2019	7,685.25	7,726.00	7,664.00	7,693.75	7,693.75	310,126
Jun 27, 2019	7,641.00	7,716.50	7,640.75	7,690.50	7,690.50	300,152
Jun 26, 2019	7,633.00	7,719.00	7,616.25	7,650.00	7,650.00	376,979
Jun 25, 2019	7,753.00	7,779.50	7,609.50	7,628.75	7,628.75	424,811
Jun 24, 2019	7,744.50	7,794.25	7,731.75	7,758.75	7,758.75	260,978
Jun 21, 2019	7,737.00	7,743.25	7,701.50	7,723.61	7,723.61	379,078
Jun 20, 2019	7,668.00	7,793.00	7,660.00	7,745.25	7,745.25	101,514
Jun 19, 2019	7,641.00	7,685.75	7,601.75	7,674.25	7,674.25	112,587
Jun 18, 2019	7,542.25	7,693.50	7,514.75	7,645.25	7,645.25	209,971
Jun 17, 2019	7,481.00	7,550.75	7,476.00	7,534.25	7,534.25	184,038
Jun 14, 2019	7,503.25	7,520.75	7,451.50	7,478.25	7,478.25	254,822
Jun 13, 2019	7,476.00	7,536.00	7,421.00	7,522.75	7,522.75	396,174
Jun 12, 2019	7,517.75	7,531.00	7,461.00	7,473.25	7,473.25	388,858
Jun 11, 2019	7,519.50	7,600.75	7,492.75	7,518.25	7,518.25	461,725
Jun 10, 2019	7,469.00	7,578.50	7,431.25	7,515.50	7,515.50	463,884
Jun 07, 2019	7,266.50	7,453.00	7,257.75	7,419.50	7,419.50	484,835
Jun 06, 2019	7,213.75	7,299.25	7,181.00	7,282.25	7,282.25	433,916
Jun 05, 2019	7,189.00	7,245.25	7,150.25	7,228.50	7,228.50	534,798
Jun 04, 2019	7,008.75	7,186.50	6,981.75	7,179.25	7,179.25	565,396
Jun 03, 2019	7,110.00	7,132.50	6,941.25	6,993.75	6,993.75	771,723
May 31, 2019	7,251.75	7,256.00	7,129.25	7,133.50	7,133.50	540,433
May 30, 2019	7,214.75	7,271.25	7,208.50	7,255.25	7,255.25	403,475
May 29, 2019	7,291.50	7,296.00	7,183.25	7,216.00	7,216.00	568,052
May 28, 2019	7,315.50	7,371.75	7,280.25	7,295.25	7,295.25	528,983
May 24, 2019	7,316.75	7,379.75	7,300.50	7,315.50	7,315.50	407,810
May 23, 2019	7,430.75	7,434.75	7,268.00	7,311.00	7,311.00	640,165
May 22, 2019	7,462.75	7,475.00	7,391.25	7,430.00	7,430.00	455,678
May 21, 2019	7,408.25	7,485.25	7,400.75	7,464.00	7,464.00	436,744
May 20, 2019	7,514.75	7,559.25	7,361.50	7,391.75	7,391.75	634,294
May 17, 2019	7,600.75	7,620.00	7,506.50	7,511.50	7,511.50	626,777
May 16, 2019	7,524.25	7,641.00	7,473.50	7,600.25	7,600.25	525,588
May 15, 2019	7,429.25	7,538.50	7,353.75	7,529.25	7,529.25	535,915
May 14, 2019	7,315.25	7,459.50	7,290.00	7,421.00	7,421.00	547,769
May 13, 2019	7,534.25	7,551.50	7,305.00	7,314.75	7,314.75	773,473
May 10, 2019	7,591.00	7,654.50	7,435.75	7,610.25	7,610.25	802,652
May 09, 2019	7,639.75	7,644.50	7,481.00	7,595.25	7,595.25	741,216
May 08, 2019	7,663.75	7,698.00	7,600.00	7,647.50	7,647.50	621,509
May 07, 2019	7,744.75	7,804.00	7,581.25	7,674.00	7,674.00	838,952
May 06, 2019	7,810.00	7,817.50	7,667.50	7,803.50	7,803.50	630,196
May 03, 2019	7,739.00	7,872.50	7,734.75	7,865.00	7,865.00	454,088
May 02, 2019	7,737.75	7,805.00	7,682.25	7,734.25	7,734.25	592,822
May 01, 2019	7,848.75	7,867.25	7,736.00	7,756.50	7,756.50	484,406
Apr 30, 2019	7,805.25	7,857.00	7,740.00	7,800.00	7,800.00	463,833
Apr 29, 2019	7,837.25	7,867.75	7,805.50	7,813.75	7,813.75	320,324
Apr 26, 2019	7,799.25	7,845.50	7,755.50	7,840.25	7,840.25	467,051
Apr 25, 2019	7,855.25	7,879.50	7,792.00	7,798.50	7,798.50	488,329
Apr 24, 2019	7,833.50	7,852.75	7,802.25	7,847.75	7,847.75	387,633
Apr 23, 2019	7,738.00	7,843.75	7,724.50	7,838.00	7,838.00	427,149
Apr 22, 2019	7,715.25	7,746.75	7,669.75	7,734.75	7,734.75	253,668
Apr 18, 2019	7,691.50	7,723.00	7,660.25	7,712.50	7,712.50	393,586
Apr 17, 2019	7,676.50	7,733.50	7,668.50	7,689.75	7,689.75	463,944
Apr 16, 2019	7,650.75	7,695.00	7,648.75	7,679.50	7,679.50	373,199
Apr 15, 2019	7,654.00	7,659.00	7,598.75	7,647.75	7,647.75	322,483
Apr 12, 2019	7,617.00	7,665.00	7,611.00	7,652.25	7,652.25	346,210
Apr 11, 2019	7,644.00	7,661.00	7,601.50	7,617.25	7,617.25	340,950
Apr 10, 2019	7,590.50	7,646.00	7,575.75	7,641.25	7,641.25	332,696
Apr 09, 2019	7,625.75	7,633.75	7,578.75	7,593.25	7,593.25	389,517
Apr 08, 2019	7,607.75	7,629.25	7,561.25	7,623.50	7,623.50	333,328
Apr 05, 2019	7,565.00	7,612.75	7,556.00	7,604.25	7,604.25	358,710
Apr 04, 2019	7,581.25	7,598.00	7,522.00	7,561.50	7,561.50	432,440
Apr 03, 2019	7,517.00	7,616.25	7,513.25	7,582.25	7,582.25	483,546
Apr 02, 2019	7,495.25	7,532.50	7,483.75	7,519.25	7,519.25	359,192
Apr 01, 2019	7,430.00	7,506.50	7,428.50	7,498.50	7,498.50	412,914
Mar 29, 2019	7,350.25	7,414.50	7,350.25	7,400.50	7,400.50	395,579
Mar 28, 2019	7,323.50	7,372.50	7,289.50	7,352.00	7,352.00	446,378
Mar 27, 2019	7,383.50	7,404.75	7,276.00	7,334.50	7,334.50	592,979
Mar 26, 2019	7,363.00	7,447.50	7,340.50	7,376.75	7,376.75	557,412
Mar 25, 2019	7,372.25	7,390.50	7,290.00	7,355.25	7,355.25	596,897
Mar 22, 2019	7,526.75	7,544.75	7,353.00	7,368.75	7,368.75	694,561
Mar 21, 2019	7,400.50	7,541.00	7,367.75	7,534.50	7,534.50	523,249
Mar 20, 2019	7,378.00	7,458.00	7,349.50	7,409.50	7,409.50	550,615
Mar 19, 2019	7,362.25	7,421.25	7,351.25	7,376.50	7,376.50	427,134
Mar 18, 2019	7,338.00	7,379.50	7,321.75	7,360.75	7,360.75	366,874
Mar 15, 2019	7,245.75	7,288.00	7,243.00	7,270.35	7,270.35	412,124
Mar 14, 2019	7,273.25	7,293.50	7,237.75	7,239.75	7,239.75	82,276
Mar 13, 2019	7,209.25	7,295.50	7,183.75	7,267.75	7,267.75	127,111
Mar 12, 2019	7,176.00	7,223.00	7,163.25	7,206.50	7,206.50	167,990
Mar 11, 2019	7,022.25	7,176.75	6,997.50	7,164.75	7,164.75	203,726
Mar 08, 2019	7,025.50	7,034.00	6,939.00	7,026.75	7,026.75	312,130
Mar 07, 2019	7,109.00	7,123.25	7,003.25	7,027.50	7,027.50	556,540
Mar 06, 2019	7,156.00	7,171.25	7,107.00	7,111.25	7,111.25	444,302
Mar 05, 2019	7,144.50	7,182.00	7,124.25	7,165.50	7,165.50	364,928
Mar 04, 2019	7,177.00	7,211.50	7,074.50	7,145.75	7,145.75	556,660
Mar 01, 2019	7,106.50	7,164.50	7,098.25	7,156.00	7,156.00	383,198
Feb 28, 2019	7,121.25	7,130.75	7,072.50	7,102.50	7,102.50	360,883
Feb 27, 2019	7,109.25	7,131.75	7,048.00	7,121.75	7,121.75	367,938
Feb 26, 2019	7,122.00	7,151.00	7,073.25	7,117.75	7,117.75	362,741
Feb 25, 2019	7,108.50	7,168.50	7,102.00	7,125.75	7,125.75	346,624
Feb 22, 2019	7,031.25	7,101.25	7,019.25	7,088.25	7,088.25	367,501
Feb 21, 2019	7,070.75	7,113.75	7,005.00	7,034.50	7,034.50	432,866
Feb 20, 2019	7,068.75	7,105.00	7,032.25	7,073.25	7,073.25	418,267
Feb 19, 2019	7,063.75	7,094.75	7,035.25	7,068.25	7,068.25	386,613
Feb 15, 2019	7,017.50	7,095.25	6,975.25	7,063.75	7,063.75	430,944
Feb 14, 2019	7,017.25	7,057.50	6,972.00	7,019.75	7,019.75	490,159
Feb 13, 2019	7,017.25	7,069.75	7,012.00	7,016.25	7,016.25	359,971
Feb 12, 2019	6,908.50	7,028.50	6,903.00	7,018.50	7,018.50	363,950
Feb 11, 2019	6,921.75	6,969.50	6,896.25	6,914.25	6,914.25	384,589
Feb 08, 2019	6,902.00	6,926.25	6,841.00	6,916.75	6,916.75	464,342
Feb 07, 2019	6,988.00	6,994.75	6,856.25	6,905.50	6,905.50	595,400
Feb 06, 2019	7,009.25	7,038.75	6,972.25	6,995.75	6,995.75	376,560
Feb 05, 2019	6,937.50	7,033.75	6,928.25	7,008.00	7,008.00	369,764
Feb 04, 2019	6,863.75	6,983.00	6,858.25	6,937.50	6,937.50	353,660
Feb 01, 2019	6,911.00	6,927.50	6,860.50	6,877.75	6,877.75	461,403
Jan 31, 2019	6,844.25	6,943.00	6,839.25	6,914.75	6,914.75	557,023
Jan 30, 2019	6,690.25	6,845.25	6,657.75	6,837.25	6,837.25	526,133
Jan 29, 2019	6,695.25	6,721.00	6,616.75	6,638.75	6,638.75	441,622
Jan 28, 2019	6,784.25	6,791.00	6,648.25	6,701.75	6,701.75	490,045
Jan 25, 2019	6,684.50	6,810.50	6,676.75	6,791.25	6,791.25	446,822
Jan 24, 2019	6,663.00	6,718.50	6,653.00	6,675.00	6,675.00	449,017
Jan 23, 2019	6,652.00	6,724.25	6,592.25	6,665.25	6,665.25	515,044
Jan 22, 2019	6,794.50	6,794.50	6,611.50	6,653.00	6,653.00	651,258
Jan 18, 2019	6,722.75	6,828.25	6,712.00	6,792.75	6,792.75	499,881
Jan 17, 2019	6,670.00	6,760.00	6,612.25	6,720.00	6,720.00	472,761
Jan 16, 2019	6,674.50	6,737.25	6,664.00	6,666.25	6,666.25	443,742
Jan 15, 2019	6,543.00	6,689.00	6,542.25	6,676.75	6,676.75	492,324
Jan 14, 2019	6,599.00	6,602.50	6,521.50	6,545.00	6,545.00	364,990
Jan 11, 2019	6,622.50	6,632.50	6,572.00	6,612.75	6,612.75	364,787
Jan 10, 2019	6,597.25	6,641.75	6,527.50	6,625.25	6,625.25	496,364
Jan 09, 2019	6,546.75	6,645.00	6,546.75	6,604.75	6,604.75	496,789
Jan 08, 2019	6,506.00	6,586.25	6,467.25	6,557.25	6,557.25	539,049
Jan 07, 2019	6,451.25	6,535.75	6,402.50	6,496.50	6,496.50	516,597
Jan 04, 2019	6,168.75	6,462.00	6,136.50	6,434.00	6,434.00	696,539
Jan 03, 2019	6,242.75	6,304.25	6,148.50	6,162.00	6,162.00	714,536
Jan 02, 2019	6,349.50	6,409.25	6,154.00	6,371.00	6,371.00	659,316
